Context,Response
"Kami tidak jauh sampai dia bergabung dengan militer.  Saya mencintainya dan saya tahu dia mencintai,  saya tapi rumit.  Dia bilang dia tidak akan menemukan orang lain,  tapi aku takut.  Bagaimana cara menjaga hubungan kita?","Anda benar bahwa hubungan jarak jauh bisa rumit.  Jika dia mencintaimu dan kamu mencintainya,  itu awal yang baik.  Saya bertanya-tanya apakah Anda akan dapat atau bersedia berdiskusi tentang apa yang Anda sukai dari satu sama lain dan apa yang membuat Anda masing-masing merasa dicintai,  dihargai,  istimewa,  dan dihargai.   Ketika berdiskusi penting,  pertimbangkan yang berikut:  Pastikan itu adalah awaktu yang tepat untuk berdiskusi (dan jika Anda melakukannya secara tertulis karena jarak,  Anda dapat mengetik sesuatu di bagian atas pesan tentang tidak membaca lebih jauh jika orang yang membaca tidak memiliki 10 menit atau sesuatuseperti itu) Cobalah untuk mendengarkan seolah-olah Anda adalah seorang reporter investigasi yang mencoba mencari tahu informasi tentang satu sama lain.  Mengajukan lebih banyak pertanyaan dengan cara ini bisa menjadi cara yang bermanfaat untuk menjadi kurang defensif selama percakapan yang sulit atau emosional.   Ketika berdiskusi secara langsung,  saya sering merekomendasikan menggunakan waktu tunggu ketika segala sesuatunya menjadi sangat emosional dan mengatakan bahwa Anda setuju untuk kembali kePercakapan dalam 15 menit atau satu jam atau durasi waktu singkat yang memungkinkan beberapa emosi langsung menghilang sehingga lebih mudah untuk membicarakannya juga.  Adapun bagaimana itu diterjemahkan ke jarak,  mungkin Anda masing-masing akan mengatakan bahwa Anda sedang berusaha mencari tahu cara terbaik untuk menjelaskannya dan akan menjawab saat berikutnya Anda memiliki akses ke internet (atau,  jika memungkinkan,  gunakan beberapa jenis kerangka waktu).   Pertimbangkan pertanyaan apa yang ingin Anda jawab.  Misalnya,  apakah Anda bertanya-tanya:  apa yang harus saya lakukan jika saya merindukan Anda atau ingin berbicara dengan Anda lebih banyak?  Saya tidak ingin membuat Anda merasa bersalah,  tetapi saya juga tidak ingin menyembunyikan perasaan saya.  Dapatkah saya membaginya dengan Anda?   Jika Anda memiliki hari atau minggu ketika kami tidak dapat melakukan kontak secara langsung,  dapatkah saya terus mengirimi Anda pesan atau apakah itu luar biasa?   Bagaimana Anda akan meminta dukungan dari saya?   Beberapa pasangan benar-benar ingin saling melindungi.  Dengan melakukan hal itu,  alih-alih menyembunyikan emosi kita,  dapatkah kita membaginya dan mengerjakannya bersama?  Dia memiliki satu secara khusus untuk keluarga militer:  5 Bahasa Cinta Edisi Militer:  Rahasia untuk Cinta yang bertahan.   Daftar buku yang terkait dengan cinta dari kejauhan:  http/www.  longdistancerelationships.  net/bookstor.  htmi belum membaca buku-buku iniSaya sendiri,  tetapi saya telah membaca karya-karya lain oleh banyak penulis.   Satu tip terakhir:  Pertimbangkan membuat daftar saat-saat ketika Anda bekerja bersama dan keduanya merasa tenang,  aman,  dan nyaman.  Kenangan ini bisa membantu Anda selama saat-saat sulit.   Keinginan terbaik untuk Anda.  Ingatlah bahwa Anda masing-masing dapat melihat terapis di lokasi Anda masing-masing jika itu akan membantu Anda."
Saya ingin tinggal dengan ibu saya.  Ayah saya marah dan membuat saya merasa semuanya adalah kesalahan saya.  Saya masih berbicara dengan ibu saya meskipun ayah saya mengatakan kepada saya bahwa saya tidak diizinkan.  Saya takut saya akan membuat keputusan yang salah dan ayah saya akan membenci saya.  Bagaimana cara mengatakan kepadanya bahwa saya ingin tinggal dengan ibu saya?,"Ada banyak informasi yang perlu diisi terlebih dahulu.  Jadi apa pengaturan tahanannya?  Apakah ayahmu memiliki hak asuh penuh?  Apakah tahanan dibagikan?  Apa pendapat ibumu tentang situasinya?  Apakah dia bersedia pergi ke kelelawar untuk Anda?   Berapa usia Anda?  Biasanya Anda memiliki hak untuk memilih berdasarkan persyaratan usia yang ditetapkan oleh negara.  untuk diisi.   Anda dapat mencari konseling tanpa orang tua Anda menyetujui atau mengetahui,  tergantung pada usia Anda.   Temukan konseling melalui sekolah atau lembaga lokal.   Anda memiliki hak dan salah satunya adalah hak untuk memilih."
"Saya merasa begitu sendirian.  Saya memiliki begitu banyak orang di sekitar saya,  tetapi sepertinya mereka hanya mendengarkan dan tidak mengerti.  Mereka mengatakan semuanya akan baik-baik saja,  atau mereka tidak mendengarkan saya semua.  Semua orang mengatakan mereka ada di sini untuk saya tetapi rasanya tidak seperti itu.  Mengapa saya merasa begitu sendirian?","Anda mengajukan pertanyaan yang sangat mendalam dan sensitif yang mencerminkan kesadaran diri yang baik.   Mungkin saja Anda adalah orang yang lebih sensitif dan sadar daripada orang-orang yang Anda gambarkan sebagai mendengarkan dan tidak benar-benar mendengar Anda.   Tidak setiap orang memiliki kapasitas atau kemauan yang sama untuk membayarPerhatian yang cermat terhadap apa yang sedang terjadi dalam hidup.   mungkin untuk saat ini,  sampai Anda dapat menemukan teman-teman yang Anda dapat mendengar Anda seperti yang ingin Anda dengar,  temukan forum online dan kelompok yang memiliki serupaorang.   Jika Anda Google topik yang Anda harapkan dari teman Anda akan lebih baik dalam memahami,  akan ada sejumlah grup,  termasuk grup Google,  yang muncul.   Anda tidak sendirian dalam arti bahwa pasti ada orang di bumi ini yang siapa yangsensitif,  peduli,  dan bersedia berbicara dan memahami orang lain."
Kami telah berada dalam hubungan jarak jauh selama dua setengah tahun.  Saya baru-baru ini melihat teleponnya dan melihat orang-orang yang paling ia sms dan salah satunya adalah seorang rekan kerja wanita.  Saya tidak tahu bagaimana mendekati situasi ini.  Bagaimana cara menanyakannya padanya?  .,"Jika Anda ingin mengajukan pertanyaan,  maka silakan dan tanyakan!  Pacar/pacar adalah hubungan yang dekat dan biasanya dipahami sebagai hubungan eksklusif.  Anda pasti berhak mengetahui apakah keinginan Anda untuk tidak memilikinya mengirim SMS wanita lain,  dihormati.   Seringkali orang takut bertanya karena mereka takut kebenaran akan menyakiti mereka.   Dalam jangka pendek ini pasti benar.   Dalam jangka panjang jangka panjang,  mengetahui bahwa Anda mendapatkan apa yang Anda inginkan dan paling tidak menyatakan harapan Anda kepada pacar Anda,  akan mengklarifikasi untuknya,  apa yang bermakna dalam hubungan Anda."
"Kami tidak jauh sampai dia bergabung dengan militer.  Saya mencintainya dan saya tahu dia mencintai,  saya tapi rumit.  Dia bilang dia tidak akan menemukan orang lain,  tapi aku takut.  Bagaimana cara menjaga hubungan kita?","Anda bijaksana untuk menyadari kemungkinan perubahan hubungan Anda setelah BF Anda jauh dari Anda untuk waktu yang lama.   Yang dapat Anda berdua dapat lakukan adalah menyatakan niat dan keinginan Anda,  tetap berhubungan sebanyak mungkin,  dan tunggu untuk melihat bagaimana caranyaHubungan Anda terungkap.   Untuk tingkat yang besar,  Anda masing-masing mengandalkan iman bahwa jika hubungan itu dimaksudkan untuk bertahan untuk sementara waktu,  maka itu akan terjadi.  Militer dapat menambah stres.   Ini tidak berarti stres akan membubarkan hubungan.   Terkadang semua orang dapat melakukannya,  adalah mencoba."
Kami telah berada dalam hubungan jarak jauh selama dua setengah tahun.  Saya baru-baru ini melihat teleponnya dan melihat orang-orang yang paling ia sms dan salah satunya adalah seorang rekan kerja wanita.  Saya tidak tahu bagaimana mendekati situasi ini.  Bagaimana cara menanyakannya padanya?  .,"Saya setuju dengan Sherry bahwa dalam hubungan intim yang erat,  Anda berhak untuk mengajukan pertanyaan tentang hubungannya dengan orang lain yang signifikan.  Pertanyaan-pertanyaan ini membantu pasangan untuk membangun koneksi dan kepercayaan.  Ini didasarkan pada gagasan bahwa jika Anda menjangkau dia untuk alasan apa pun (dukungan,  terbuka,  pengertian,  empati),  Anda dapat mengandalkannya dan dapat mengharapkannya untuk menjadi responsif.  Bagaimana dia menjawab pertanyaan Anda akan memberi Anda gambaran apakah dia membantu Anda merasa lebih aman secara emosional dan membangun kepercayaan atau jika Anda merasa bahwa Anda tidak dapat terbuka dengannya.  Jika pasangan Anda merespons dengan cara yang terbuka dan pengertian,  biasanya menunjukkan bahwa ia peduli dengan perasaan Anda dan menghargai kepentingan Anda.  Jika dia merespons secara defensif,  itu bisa berarti bahwa dia tidak suka Anda mempertanyakan kepercayaan Anda kepada-Nya atau bahwa ia memiliki sesuatu untuk disembunyikan.  Bagaimanapun,  Anda mungkin ingin menjelaskan bahwa membangun kepercayaan adalah sesuatu yang sangat penting bagi Anda dalam suatu hubungan dan bahwa berbicara dengannya secara terbuka membantu menumbuhkannya.  Jika dia terus menjadi defensif atau mengelak,  maka mungkin ada beberapa masalah yang lebih besar yang dipertaruhkan dan Anda berdua dapat mengambil manfaat dari konseling pasangan atau berdiskusi tentang nilai-nilai yang penting bagi Anda dalam hubungan dan bagaimana Anda berdua akan melakukannyalakukan mendukung nilai-nilai itu dengan tindakan.  Virginia chowwww.  psychologyResource.  ca"
Saya terobsesi dengan perpisahan yang mengerikan.  Semuanya adalah pengingat yang konstan.  Bagaimana cara saya melanjutkan?,"Biarkan diri Anda tahu apa yang Anda rasakan.  Tidak ada jadwal atau panjang yang diketahui berapa banyak waktu yang dibutuhkan orang tertentu agar merasa bahwa hubungan yang terlarut ada di belakangnya.   Mungkin semakin Anda membiarkan diri Anda mengakui kesedihan Anda dari melihat pengingat,  semakin cepat Anda akan merasa segar dan barulagi."
"Istri saya selalu menuduh saya selingkuh dan mengatakan kepada saya bahwa saya melakukan hal-hal yang menurutnya tidak sopan bahkan ketika saya tidak bermaksud seperti itu.  Misalnya,  dia tersinggung ketika saya menelepon seseorang di tempat kerja ""Sayang.  ""Saya berharap saya punya satu sen untuk setiap kali dia menuduh saya selingkuh.  Dia tidak,  dan tidak akan pernah mengatakan dia salah.  Bagaimana cara membuatnya mengerti?","Anda mungkin tidak membuatnya memahami sudut pandang Anda dengan kesuksesan yang lebih dari yang dimiliki istri Anda untuk melakukan hal yang sama.   Mungkin saja Anda adalah pasangan yang seimbang dalam arti tidak satu pun dari Anda memahami yang lain.   Pertanyaan yang lebih dalamUntuk merenungkan adalah apakah Anda masing-masing dapat menerima orang lain meskipun Anda masing-masing memiliki persyaratan yang sangat berbeda untuk mendefinisikan ""kecurangan"".   Anda akan menemukan baik ada kesamaan yang cukup kuat untuk membuat Anda berdua bahagia sebagai pasangan,  atau di sana tidak ada 't kesamaan ini.   Lalu,  pertanyaan baru adalah apakah salah satu dari Anda ingin mengatasi temuan Anda atau tidak."
"Saya merasa begitu sendirian.  Saya memiliki begitu banyak orang di sekitar saya,  tetapi sepertinya mereka hanya mendengarkan dan tidak mengerti.  Mereka mengatakan semuanya akan baik-baik saja,  atau mereka tidak mendengarkan saya semua.  Semua orang mengatakan mereka ada di sini untuk saya tetapi rasanya tidak seperti itu.  Mengapa saya merasa begitu sendirian?","Meskipun kita dapat memiliki saat-saat ketika kita merasa sendirian,  bahkan dengan kehadiran keluarga dan teman-teman,  merasa sendirian sebagian besar waktu bisa menjadi tanda bahwa ada kurangnya hubungan antara Anda dan orang yang Anda cintai.  Secara umum,  kurangnya koneksi dapat terjadi ketika Anda tidak merasa terdengar,  dipahami atau dihargai.  Ini adalah kebutuhan emosional yang umum yang menghasilkan hubungan emosional yang baik dan aman yang mengurangi perasaan kesepian.  Anda menyebutkan bahwa ""mereka mendengarkan tetapi tidak mengerti.  ""Apakah Anda berkomunikasi dengan jelas tentang apa yang Anda butuhkan secara emosional (dipahami,  diterima,  dihargai,  didengar,  berempati)?  Untuk membantu Anda meminta jenis dukungan yang tepat,  Anda dapat bertanya pada diri sendiri tentang situasi yang mengganggu Anda dan bagaimana Anda ingin teman dan keluarga Anda menanggapi Anda.  Hasilnya mungkin merupakan jawaban yang lebih informatif bagi orang yang Anda cintai.  Misalnya,  Anda mungkin berkata,  ""Terima kasih telah mendengarkan saya.   Ketika saya merasa sendirian,  saya merasa tidak ada yang peduli pada saya karena semua orang tampak sibuk dengan hidup mereka.   Saya hanya ingin mendengar dan merasa bahwa saya dihargai dengan menerima kepedulianpesan dan panggilan telepon.   ""Virginia chowwww.  psychologyresource.  ca"
"Saya tahu saya menghancurkan hidup saya dengan banyak keputusan yang saya buat.  Saya secara konsisten mengatakan pada diri sendiri bahwa saya perlu membuat beberapa perubahan serius dalam hidup saya,  tetapi sepertinya saya tidak bisa meskipun saya benar-benar ingin.  Mengapa saya tidak bisa memaksakan diri untuk berubah?","Halo dan terima kasih untuk pertanyaan Anda.  Mengubah perilaku yang tidak diinginkan adalah salah satu hal tersulit yang dapat dilakukan seseorang.  Saya setuju dengan Sherry bahwa bersabar dengan diri sendiri adalah penting.  Berikut adalah beberapa hal yang saya sarankan:  1.  Jelas perilaku yang benar-benar ingin Anda ubah,  dan pastikan mereka adalah perilaku yang dapat diubah.  Terkadang kami akan menetapkan tujuan seperti,  ""Saya ingin lebih percaya diri"" tetapi itu sulit untuk diukur dan membuktikan kepada diri Anda bahwa Anda mencapainya.  Mengatakan Anda akan menerima kencan atau melakukan wawancara kerja adalah sesuatu yang benar-benar dapat Anda lakukan,  dan sesuatu yang Anda anggap menunjukkan kepercayaan diri.  Apa pun perubahan perilaku Anda,  pastikan itu adalah sesuatu yang benar-benar dapat Anda ubah.  2.   Jika Anda akan melepaskan perilaku,  putuskan apa yang akan Anda lakukan di tempat itu.  Jadi,  jika Anda akan berhenti muncul terlambat untuk bekerja,  maka Anda memutuskan untuk tepat waktu untuk bekerja dan menunjukkan nilai Anda tepat waktu.  3.   Jika Anda akan melakukan perubahan,  benar-benar kaku mengapa Anda ingin membuatnya.  Ada apa dengan membuat perubahan ini yang penting bagi Anda sebagai pribadi?  Misalnya,  jika Anda memiliki tujuan penurunan berat badan,  alasan ini penting bagi Anda sebagai pribadi karena Anda menghargai perawatan diri.  Mengetahui mengapa Anda ingin membuat perubahan adalah motivasi dan kompas Anda untuk sampai ke sana.  4.   Setelah Anda tahu mengapa Anda ingin melakukan perubahan ini,  saya sangat menyarankan menetapkan tujuan kecil.  Jika Anda menetapkan tujuan yang terlalu tinggi,  Anda mungkin tidak mencapainya dan merasa lebih buruk.  Jadi,  buatlah tujuannya kecil,  realistis,  dan dipandu oleh hal-hal yang Anda inginkan sebagai pribadi.  5.   Seperti yang disebutkan Sherry,  menemukan seorang penasihat terkadang merupakan ide yang baik jika Anda benar-benar merasa mandek.  Setiap konselor yang bekerja dengan penetapan tujuan dan motivasi mungkin dapat membantu.  Bersikaplah baik,  Robin Landwehr,  DBH,  LPCC"
"Suami saya dan saya memiliki threesome pertama kami baru-baru ini.  Semua orang minum dan dia lebih dari itu saya.  Dia dan saya membicarakannya setelah itu dan itu membuat saya merasa lebih baik,  dan sekarang saya lebih menginginkannya.  Tapi sebelum hampir terjadi,  saya mendapatkan perasaan kosong ini.  Mengapa saya merasa seperti ini?","Halo yang disana.  Karena Anda dengan berani menjelaskan dilema penuh perasaan Anda.  Saya bisa menghargai kompleksitas situasi ini.  Anda telah mengidentifikasi beberapa faktor kunci yang mungkin berkontribusi pada perasaan Anda ""kosong"".  Satu,  apakah tujuan akhir di sini dapat diperoleh dari pengaturan ini?  Apakah Anda mencoba untuk memiliki kepuasan Anda dengan wanita lain sementara di hadapan suami Anda tetapi tidak dengan dia 'di' sebanyak atau sama sekali?  Apakah Anda mencoba memintanya untuk menjadi peserta yang lebih pasif?  Mungkin berhati-hati karena tidak minum terlalu banyak .  .  .   di seluruh acara,  bagaimana Anda ingin merasa intim atau terhubung?  Apakah Anda mendambakan selama ini,  dia benar-benar berada di sekitar Anda bersamanya?  Ini adalah pertanyaan yang muncul; Mungkin bukan solusi.  Selalu baik untuk menjadi sangat jelas dengan diri sendiri tentang apa target pamungkas di sini .  .  .   dan selalu mengukur bahaya potensial .  .   Perdamaian- Keith"
"Saya merasa begitu sendirian.  Saya memiliki begitu banyak orang di sekitar saya,  tetapi sepertinya mereka hanya mendengarkan dan tidak mengerti.  Mereka mengatakan semuanya akan baik-baik saja,  atau mereka tidak mendengarkan saya semua.  Semua orang mengatakan mereka ada di sini untuk saya tetapi rasanya tidak seperti itu.  Mengapa saya merasa begitu sendirian?","Halo yang disana.  Terima kasih telah berbagi hatimu di sini.  Saya ingin memulai dengan mengatakan,  dengan cara yang ironis,  perjuangan Anda adalah sesuatu yang banyak orang alami,  saya mungkin sering mengatakannya.  Banyak yang sering merasa sendirian.  Alasan untuk merasa sendirian sangat berbeda antara orang ke orang.  Dalam membaca bagaimana Anda menyajikan sesuatu,  saya hanya akan menanggapi dari bagaimana ini mengejutkan saya.  Terkadang merasa sendirian mungkin merupakan hasil dari tidak menyelesaikan paruh kedua persamaan; Berarti bahwa meskipun orang ""mendengarkan"" itu tidak selalu menyamakan penghapusan sendirian.  Sebaliknya,  ketika Anda menindaklanjuti dengan bertanya dan mendengarkan orang lain bahwa Anda mungkin menemukan mereka merasakan dan berpikir dan berjuang seperti Anda.  Dan sebagai hasilnya,  Anda menemukan bahwa Anda benar-benar tidak pernah sendirian; Ketika orang menemukan perjuangan dan perasaan yang sama,  kita terhubung.  Kedua,  kita sebagai manusia terkadang merasa sendirian karena kita mungkin kurang menerima diri.  Tidak sepenuhnya menerima diri saya atau situasi,  bisa menghalangi kehadiran orang lain atau mendengar suara orang lain juga.  Atau dengan kata lain,  tidak baik-baik saja 'dengan diri saya sendiri membuatnya sulit bersama orang lain.  Ketiga; Merasa sendiri mungkin kita tidak jelas tentang apa yang sebenarnya kita butuhkan dari orang lain?  Ini hanya beberapa pemikiran untuk dipertimbangkan.  Kesendirian terasa sangat nyata; Namun itu ada hubungannya dengan perspektif dan pandangan kita tentang hal-hal .  .  .   kita sendirian di dunia yang ramai sampai kita berbicara dan mendengarkan lebih dekat."
"Terkadang,  saya baik-baik saja dan bisa keluar atau bertemu orang,  tetapi hari-hari lain,  jantung saya berdebar kencang dan kata-kata secara fisik tidak bisa keluar dari mulut saya.  Saya selalu berpikir itu normal dan saya hanya gugup,  tetapi suatu hari,  butuh waktu hampir 30 menit duduk di mobil saya untuk menemukan keberanian untuk memasuki target sendirian.","Perasaan cemas bisa menakutkan dan kadang-kadang kita tidak menyadari pemicu yang mengarah ke saat-saat kecemasan,  saya.  e.  ,  jantung berdebar kencang,  telapak tangan berkeringat,  berkeringat,  sesak napas.  Penting untuk menyadari bahwa pada saat-saat kecemasan tubuh & pikiran kita mengalami reaksi dari otak primal atau reptil kita yang menandakan penerbangan atau melawan respons di dalam diri kita,  yang menendang hipotalamus menjadi aksi yang membanjiri tubuh kita dengan bahan kimia,  seperti adrenalin atau kortisol.  Jadi,  salah satu cara untuk bekerja dengan kecemasan adalah dengan mencari tahu apa pemicu yang mengarah pada kecemasan,  seperti ketakutan,  stres.  Pola pikiran negatif,  tidak cukup makanan atau tidur.  Menjaga jurnal harian dapat membantu Anda melacak pola dan pemicu dan begitu Anda mengidentifikasi pemicu,  Anda dapat memperbaiki mereka dengan mempelajari keterampilan & teknik baru dan dengan mengurangi stres dan mendapatkan cukup tidur.  Salah satu cara cepat untuk mengurangi kecemasan adalah dengan mengambil napas lebih dalam,  kadang-kadang ini disebut Pernapasan Perut.  Saat Anda bernafas,  pastikan perut Anda naik dan mengembang dan saat Anda menghirup perut kempes.  Banyak dari kita melakukan napas dangkal di dada kita yang tidak memungkinkan napas penuh,  dan mendapatkan napas penuh sangat penting sebagai alat untuk membantu rileks kita di saat stres & kecemasan."
"Sering kali saya mendapati diri saya memikirkan pikiran yang menakutkan dan kadang-kadang saya bahkan menakuti diri saya untuk berpikir bahwa sesuatu yang buruk akan terjadi pada saya.  Setelah dimulai,  pikiran itu terus melewati kepala saya dan saya tidak bisa mengeluarkannya.  Bagaimana saya bisa menghentikan pikiran ini?","Pikiran menakutkan terkadang terasa membebani dan juga terasa sangat nyata.   Saya ingin mengakui betapa menakutkannya perasaan tersebut,  namun masih ada harapan dan keterampilan baru yang dapat Anda pelajari untuk mengatasi pemikiran seperti ini.   Langkah pertama dalam mengatasi pikiran-pikiran menakutkan atau negatif adalah dengan mengakui bahwa itu hanyalah pikiran-pikiran dan kita dapat memilih untuk mengikuti aliran pikiran-pikiran menakutkan tersebut atau berupaya untuk menghentikannya atau mengabaikannya.   Saya juga menyadari bahwa hal ini mungkin tampak sangat sulit untuk dilakukan,  namun inilah cara yang baik untuk memikirkan tentang otak dan cara kerja pola pikir.   Pikiran muncul dalam pikiran setiap saat,  otak kita adalah mesin berpikir.   Banyak pikiran berlalu begitu saja seperti awan dan kita tidak menaruh perhatian sama sekali sementara pikiran-pikiran lain muncul dan memicu kita dalam bentuk tertentu,  misalnya menakutkan,  marah,  bahagia,  sedih,  dan ketika pikiran-pikiran itu muncul,  kita dapat memilih untuk lebih memperhatikannya.   pemikiran yang dapat membawa kita ke aliran pemikiran partikulat yang akan menimbulkan rasa takut dan cemas.   Jadi,  bagaimana kita mengatasi atau menghentikan aliran pemikiran menakutkan itu?   Salah satu keterampilan baru untuk diterapkan datang dari karya Rick Hansen,  dia menulis buku Buddha's Brain,  ""dia mengajarkan bahwa kita perlu memberikan lebih banyak energi dan perhatian pada pikiran positif atau kenangan positif yang kita simpan dalam pikiran kita dan kurangi perhatian pada hal-hal negatif.   pikiran negatif.   Hansen meminta kita membayangkan otak seperti ini,  otak itu seperti Velcro dengan pikiran negatif dan seperti teflon ketika memikirkan pikiran positif.   Ada alasan mengapa otak kita bekerja seperti ini,  tapi saya tidak punya waktu untuk pergi Jadi,  penting untuk diingat bahwa kita harus berusaha berpikir positif,  benar-benar berhenti sejenak sepanjang hari untuk fokus pada perasaan dan kenangan positif,  ini akan membantu pikiran memperkuat aliran pikiran positif dan membantu mengurangi pikiran negatif.   mengalir seiring berjalannya waktu.   Jika pikiran menakutkan muncul,  cobalah menggantinya dengan pengalaman bahagia setidaknya untuk beberapa saat,  dan lihat apakah hal itu membantu mengurangi muatan negatif yang terkait dengan pikiran menakutkan tersebut."
Kami telah berada dalam hubungan jarak jauh selama dua setengah tahun.  Saya baru-baru ini melihat teleponnya dan melihat orang-orang yang paling ia sms dan salah satunya adalah seorang rekan kerja wanita.  Saya tidak tahu bagaimana mendekati situasi ini.  Bagaimana cara menanyakannya padanya?  .,"Saya pikir kejujuran adalah pendekatan yang tepat dalam situasi ini.  Bagikan dengannya bahwa Anda melihat teleponnya,  serta berbagi dengan dia ketakutan atau kekhawatiran yang Anda miliki tentang hubungan jarak jauh.  Kepercayaan adalah fondasi dari setiap hubungan yang sukses dan ketika keraguan & ketidakpercayaan merayap ke dalam suatu hubungan,  ia dapat merusak kesehatan jangka panjang dari hubungan tersebut.  Mudah-mudahan,  dia akan memahami kekhawatiran Anda dan menghargai kejujuran Anda.  Ini juga mungkin saat yang tepat untuk mencari konseling pasangan untuk bekerja pada keterampilan hubungan & komunikasi."
"Saya menderita ADHD dewasa,  gangguan kecemasan,  dan depresi.  Sulit menemukan dokter di daerah saya dan dokter utama saya tidak akan membantu.  Saya menganggur dan kewalahan.  Apa yang akan Anda sarankan saya lakukan?","Saya akan memeriksa agensi yang menawarkan konseling yang terjangkau berdasarkan pendapatan Anda atau sesi konseling berbiaya rendah,  yaitu,  Klinik Pasifik,  Hathaway Sycamore,  Pusat Kesehatan Mental Pasadena,  Pusat Keluarga Burbank.  Jika Anda Google Terapi Terjangkau atau Biaya Rendah di bidang khusus Anda,  Anda akan menemukan sumber daya untuk membantu Anda."
"Terkadang saya tidak bisa berhenti memikirkan kehidupan setelah kematian.   Saya dibesarkan dalam agama yang mengajarkan bahwa kita akan hidup selamanya baik di neraka atau di surga.   Ketika saya berpikir untuk hidup selamanya (walaupun di surga seharusnya menyenangkan),  saya merasa kewalahan.   Saya tidak suka membayangkan hidup selama-lamanya.   Kadang-kadang saya tidak bisa menghilangkan pikiran itu dari benak saya dan pikiran itu menyebabkan kepanikan dan kecemasan.   Apakah saya gila?   Menurutku,  pemikiran ini tidak normal.","Pertanyaan religius adalah topik yang kompleks dan seringkali filosofis,  dan jenis pertanyaan ini,  terutama di sekitar Surga,  Neraka,  dan akhirat dapat memunculkan sejumlah perasaan yang sulit & membingungkan.  Yang ingin saya fokuskan adalah rasa takut & kecemasan yang Anda rasakan yang sangat terhubung dengan pertanyaan Anda.  Pikiran yang menakutkan,  pikiran negatif,  pikiran obsesif kadang-kadang terasa di luar kendali dan tidak ada yang bisa kita lakukan untuk menghentikannya,  tetapi saya ingin menawarkan dua teknik yang mungkin membantu dengan kepanikan & kecemasan Anda.  Langkah pertama dalam bekerja dengan pikiran yang menakutkan atau negatif adalah mengakui bahwa mereka hanya pemikiran dan kita dapat memilih untuk mengikuti aliran pemikiran yang menakutkan atau bekerja dengan memotongnya atau mengabaikannya.  Saya juga menyadari bahwa mungkin tampak sangat sulit dilakukan,  tetapi inilah cara yang baik untuk memikirkan otak dan bagaimana pola berpikir bekerja.  Pikiran muncul dalam pikiran sepanjang waktu,  otak kita adalah mesin pemikiran.  Banyak pikiran yang melayang seperti awan dan kami tidak memperhatikan saat pikiran lain muncul dan mereka memicu kita dengan cara yang partikulat,  yaitu,  menakutkan,  marah,  bahagia,  sedih,  dan ketika pikiran itu muncul kita dapat memilih untuk lebih memperhatikan perhatianPikiran yang dapat menuntun kita ke aliran pemikiran khusus yang akan menyebabkan ketakutan dan kecemasan.  Jadi,  bagaimana kita bekerja atau menghentikan aliran pemikiran yang menakutkan itu?  Salah satu keterampilan baru untuk diterapkan berasal dari karya Rick Hansen,  ia menulis buku otak Buddha,  ""ia mengajarkan bahwa kita perlu memberikan lebih banyak energi dan perhatian pada pikiran positif atau kenangan positif yang kita pegang dalam pikiran kita dan kurang memperhatikan padaPikiran negatif.  ke dalam semua itu dalam respons ini.  Streaming dari waktu ke waktu.  Pikiran tentang kematian luangkan waktu sejenak untuk memperhatikan bagaimana Anda bernafas.  Seringkali ketika kita merasa cemas,  kita melakukan pernapasan dada yang dangkal daripada mengambil napas penuh,  dalam atau apa yang disebut pernapasan perut.  Jika Anda meluangkan waktu sejenak untuk fokus pada pernapasan Anda dan membiarkan beberapa napas penuh,  membawa napas sehingga perut naik dan kemudian perut alami jatuh saat Anda menghembuskan napas,  hanya memperhatikan napas dan berlatih pernapasan dapat memperlambat siklus kecemasan sebagaiini berawal."
